REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;SOUS_FAMILLE;TRIBU;GROUP1_INPN;GROUP2_INPN;GROUP3_INPN;CD_NOM;CD_TAXSUP;CD_SUP;CD_REF;CD_BA;RANG;LB_NOM;LB_AUTEUR;NOMENCLATURAL_COMMENT;NOM_COMPLET;NOM_COMPLET_HTML;NOM_VALIDE;NOM_VERN;NOM_VERN_ENG;HABITAT;FR;GF;MAR;GUA;SM;SB;SPM;MAY;EPA;REU;SA;TA;TAAF;PF;NC;WF;CLI;URL;URL_INPN
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Plagiorhynchidae;Plagiorhynchinae;;Vers;Acanthocéphales;Autres;969722;200799;200799;969722;969724;ES;Plagiorhynchus cylindraceus;(Goeze, 1782);;Plagiorhynchus cylindraceus (Goeze, 1782);<i>Plagiorhynchus cylindraceus</i> (Goeze, 1782);Plagiorhynchus cylindraceus (Goeze, 1782);;;3;P;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/969722;https://inpn.mnhn.fr/espece/cd_nom/969722
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Plagiorhynchidae;Plagiorhynchinae;;Vers;Acanthocéphales;Autres;969724;;;969722;969724;ES;Echinorhynchus cylindraceus;Goeze, 1782;;Echinorhynchus cylindraceus Goeze, 1782;<i>Echinorhynchus cylindraceus</i> Goeze, 1782;Plagiorhynchus cylindraceus (Goeze, 1782);;;3;P;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/969724;https://inpn.mnhn.fr/espece/cd_nom/969724
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Plagiorhynchidae;Plagiorhynchinae;;Vers;Acanthocéphales;Autres;1061078;;;969722;;ES;Prosthorhynchus cylindraceus;(Goeze, 1782);;Prosthorhynchus cylindraceus (Goeze, 1782);<i>Prosthorhynchus cylindraceus</i> (Goeze, 1782);Plagiorhynchus cylindraceus (Goeze, 1782);;;3;P;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/1061078;https://inpn.mnhn.fr/espece/cd_nom/1061078
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Plagiorhynchidae;Plagiorhynchinae;;Vers;Acanthocéphales;Autres;828630;200799;200799;828630;;SSGN;Plagiorhynchus;Lühe, 1911;;Plagiorhynchus Lühe, 1911;<i>Plagiorhynchus</i> Lühe, 1911;Plagiorhynchus Lühe, 1911;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/828630;
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;183750;183747;183747;183750;;FM;Polymorphidae;Meyer, 1931;;Polymorphidae Meyer, 1931;Polymorphidae Meyer, 1931;Polymorphidae Meyer, 1931;;;1;P;;;;;;;;;;P;P;P;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183750;
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;188564;;;183750;;FM;Filicollidae;;;Filicollidae ;Filicollidae;Polymorphidae Meyer, 1931;;;1;P;;;;;;;;;;P;P;P;;;;;https://taxref.mnhn.fr/taxref-web/taxa/188564;
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;200806;183750;183750;200806;;GN;Arhythmorhynchus;Lühe, 1911;;Arhythmorhynchus Lühe, 1911;<i>Arhythmorhynchus</i> Lühe, 1911;Arhythmorhynchus Lühe, 1911;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200806;
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;232792;200806;200806;232792;402319;ES;Arhythmorhynchus longicollis;(Villot, 1875);;Arhythmorhynchus longicollis (Villot, 1875);<i>Arhythmorhynchus longicollis</i> (Villot, 1875);Arhythmorhynchus longicollis (Villot, 1875);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/232792;https://inpn.mnhn.fr/espece/cd_nom/232792
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;402317;;;232792;;ES;Echinorhynchus anser;Florescu, 1940;;Echinorhynchus anser Florescu, 1940;<i>Echinorhynchus anser</i> Florescu, 1940;Arhythmorhynchus longicollis (Villot, 1875);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/402317;https://inpn.mnhn.fr/espece/cd_nom/402317
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;402318;;;232792;;ES;Echinorhynchus invaginabilis;Linstow, 1902;;Echinorhynchus invaginabilis Linstow, 1902;<i>Echinorhynchus invaginabilis</i> Linstow, 1902;Arhythmorhynchus longicollis (Villot, 1875);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/402318;https://inpn.mnhn.fr/espece/cd_nom/402318
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;402319;;;232792;402319;ES;Echinorhynchus longicollis;Villot, 1875;;Echinorhynchus longicollis Villot, 1875;<i>Echinorhynchus longicollis</i> Villot, 1875;Arhythmorhynchus longicollis (Villot, 1875);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/402319;https://inpn.mnhn.fr/espece/cd_nom/402319
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;200803;183750;183750;200803;;GN;Corynosoma;Lühe, 1904;;Corynosoma Lühe, 1904;<i>Corynosoma</i> Lühe, 1904;Corynosoma Lühe, 1904;;;1;P;;;;;;;;;;P;P;P;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200803;
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;816898;200803;200803;816898;;ES;Corynosoma clavatum;Goss, 1940;;Corynosoma clavatum Goss, 1940;<i>Corynosoma clavatum</i> Goss, 1940;Corynosoma clavatum Goss, 1940;;;1;;;;;;;;;;;P;;P;;;;;https://taxref.mnhn.fr/taxref-web/taxa/816898;https://inpn.mnhn.fr/espece/cd_nom/816898
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;820002;200803;200803;820002;820002;ES;Corynosoma pseudohamanni;Zdzitowiecki, 1984;;Corynosoma pseudohamanni Zdzitowiecki, 1984;<i>Corynosoma pseudohamanni</i> Zdzitowiecki, 1984;Corynosoma pseudohamanni Zdzitowiecki, 1984;;;1;;;;;;;;;;;;P;P;;;;;https://taxref.mnhn.fr/taxref-web/taxa/820002;https://inpn.mnhn.fr/espece/cd_nom/820002
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;986534;200803;200803;986534;;ES;Corynosoma strumosum;(Rudolphi, 1802);;Corynosoma strumosum (Rudolphi, 1802);<i>Corynosoma strumosum</i> (Rudolphi, 1802);Corynosoma strumosum (Rudolphi, 1802);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/986534;https://inpn.mnhn.fr/espece/cd_nom/986534
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;986535;;;986534;;ES;Echinorhynchus striatus;sensu Villot, 1875 non Goeze, 1782;;Echinorhynchus striatus sensu Villot, 1875 non Goeze, 1782;<i>Echinorhynchus striatus</i> sensu Villot, 1875 non Goeze, 1782;Corynosoma strumosum (Rudolphi, 1802);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/986535;https://inpn.mnhn.fr/espece/cd_nom/986535
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;200802;183750;183750;200802;;GN;Polymorphus;Lühe, 1911;;Polymorphus Lühe, 1911;<i>Polymorphus</i> Lühe, 1911;Polymorphus Lühe, 1911;;;4;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200802;
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;232793;200802;200802;232793;958332;ES;Polymorphus minutus;(Zeder, 1800);;Polymorphus minutus (Zeder, 1800);<i>Polymorphus minutus</i> (Zeder, 1800);Polymorphus minutus (Zeder, 1800);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/232793;https://inpn.mnhn.fr/espece/cd_nom/232793
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;402320;;;232793;;ES;Echinorhynchus anatis;Gmelin, 1791;;Echinorhynchus anatis Gmelin, 1791;<i>Echinorhynchus anatis</i> Gmelin, 1791;Polymorphus minutus (Zeder, 1800);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/402320;https://inpn.mnhn.fr/espece/cd_nom/402320
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;402321;;;232793;;ES;Echinorhynchus boschadis;Schrank, 1788;;Echinorhynchus boschadis Schrank, 1788;<i>Echinorhynchus boschadis</i> Schrank, 1788;Polymorphus minutus (Zeder, 1800);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/402321;https://inpn.mnhn.fr/espece/cd_nom/402321
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;958332;;;232793;958332;ES;Echinorhynchus minutus;Zeder, 1800;;Echinorhynchus minutus Zeder, 1800;<i>Echinorhynchus minutus</i> Zeder, 1800;Polymorphus minutus (Zeder, 1800);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/958332;https://inpn.mnhn.fr/espece/cd_nom/958332
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049272;183750;183750;1049272;1049272;GN;Southwellina;Witenberg, 1932;;Southwellina Witenberg, 1932;<i>Southwellina</i> Witenberg, 1932;Southwellina Witenberg, 1932;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049272;
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049274;1049272;1049272;1049274;1049284;ES;Southwellina hispida;(Van Cleave, 1925);;Southwellina hispida (Van Cleave, 1925);<i>Southwellina hispida</i> (Van Cleave, 1925);Southwellina hispida (Van Cleave, 1925);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049274;https://inpn.mnhn.fr/espece/cd_nom/1049274
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049279;;;1049274;;ES;Arhythmorhynchus duocinctus;Chandler, 1935;;Arhythmorhynchus duocinctus Chandler, 1935;<i>Arhythmorhynchus duocinctus</i> Chandler, 1935;Southwellina hispida (Van Cleave, 1925);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049279;https://inpn.mnhn.fr/espece/cd_nom/1049279
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049275;;;1049274;;ES;Arhythmorhynchus fuscus;Harada, 1929;;Arhythmorhynchus fuscus Harada, 1929;<i>Arhythmorhynchus fuscus</i> Harada, 1929;Southwellina hispida (Van Cleave, 1925);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049275;https://inpn.mnhn.fr/espece/cd_nom/1049275
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049284;;;1049274;1049284;ES;Arhythmorhynchus hispidus;Van Cleave, 1925;;Arhythmorhynchus hispidus Van Cleave, 1925;<i>Arhythmorhynchus hispidus</i> Van Cleave, 1925;Southwellina hispida (Van Cleave, 1925);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049284;https://inpn.mnhn.fr/espece/cd_nom/1049284
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049283;;;1049274;;ES;Arhythmorhynchus tigrinus;Moghe & Das, 1953;;Arhythmorhynchus tigrinus Moghe & Das, 1953;<i>Arhythmorhynchus tigrinus</i> Moghe & Das, 1953;Southwellina hispida (Van Cleave, 1925);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049283;https://inpn.mnhn.fr/espece/cd_nom/1049283
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049282;;;1049274;1049280;ES;Hemiechinosoma ardeae;(Belopolskaya, 1958);;Hemiechinosoma ardeae (Belopolskaya, 1958);<i>Hemiechinosoma ardeae</i> (Belopolskaya, 1958);Southwellina hispida (Van Cleave, 1925);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049282;https://inpn.mnhn.fr/espece/cd_nom/1049282
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049281;;;1049274;;ES;Hemiechinosoma ponticum;Petrochenko & Smogorjevskaya, 1962;;Hemiechinosoma ponticum Petrochenko & Smogorjevskaya, 1962;<i>Hemiechinosoma ponticum</i> Petrochenko & Smogorjevskaya, 1962;Southwellina hispida (Van Cleave, 1925);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049281;https://inpn.mnhn.fr/espece/cd_nom/1049281
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049280;;;1049274;1049280;ES;Polymorphus ardeae;Belopolskaya, 1958;;Polymorphus ardeae Belopolskaya, 1958;<i>Polymorphus ardeae</i> Belopolskaya, 1958;Southwellina hispida (Van Cleave, 1925);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049280;https://inpn.mnhn.fr/espece/cd_nom/1049280
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049276;;;1049274;1049280;ES;Southwellina ardeae;(Belopolskaya, 1958);;Southwellina ardeae (Belopolskaya, 1958);<i>Southwellina ardeae</i> (Belopolskaya, 1958);Southwellina hispida (Van Cleave, 1925);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049276;https://inpn.mnhn.fr/espece/cd_nom/1049276
Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;;;Vers;Acanthocéphales;Autres;1049277;;;1049274;;ES;Southwellina pontica;(Petrochenko & Smogorjevskaja, 1962);;Southwellina pontica (Petrochenko & Smogorjevskaja, 1962);<i>Southwellina pontica</i> (Petrochenko & Smogorjevskaja, 1962);Southwellina hispida (Van Cleave, 1925);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1049277;https://inpn.mnhn.fr/espece/cd_nom/1049277
Animalia;Annelida;;;;;;Vers;Annélides;Autres;183751;183716;183716;183751;;PH;Annelida;Lamarck, 1809;;Annelida Lamarck, 1809;Annelida Lamarck, 1809;Annelida Lamarck, 1809;Annélides, Vers annelés;segmented worms;;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;https://taxref.mnhn.fr/taxref-web/taxa/183751;
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;183756;183751;813272;183756;;FM;Aeolosomatidae;Beddard, 1895;;Aeolosomatidae Beddard, 1895;Aeolosomatidae Beddard, 1895;Aeolosomatidae Beddard, 1895;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183756;
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;200811;183756;183756;200811;;GN;Aeolosoma;Ehrenberg, 1828;;Aeolosoma Ehrenberg, 1828;<i>Aeolosoma</i> Ehrenberg, 1828;Aeolosoma Ehrenberg, 1828;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200811;
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;215129;200811;200811;215129;;ES;Aeolosoma headleyi;Beddard, 1888;;Aeolosoma headleyi Beddard, 1888;<i>Aeolosoma headleyi</i> Beddard, 1888;Aeolosoma headleyi Beddard, 1888;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/215129;https://inpn.mnhn.fr/espece/cd_nom/215129
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;388801;;;215129;;ES;Aeolosoma bengalense;Stephenson, 1911;;Aeolosoma bengalense Stephenson, 1911;<i>Aeolosoma bengalense</i> Stephenson, 1911;Aeolosoma headleyi Beddard, 1888;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/388801;https://inpn.mnhn.fr/espece/cd_nom/388801
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;215130;200811;200811;215130;215130;ES;Aeolosoma hemprichi;Ehrenberg, 1831;;Aeolosoma hemprichi Ehrenberg, 1831;<i>Aeolosoma hemprichi</i> Ehrenberg, 1831;Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/215130;https://inpn.mnhn.fr/espece/cd_nom/215130
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;1061056;;;215130;;ES;Aeolonais decorum;(Ehrenberg, 1831);;Aeolonais decorum (Ehrenberg, 1831);<i>Aeolonais decorum</i> (Ehrenberg, 1831);Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1061056;https://inpn.mnhn.fr/espece/cd_nom/1061056
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;1061057;;;215130;;ES;Aeolonais hemprichii;(Ehrenberg, 1828);;Aeolonais hemprichii (Ehrenberg, 1828);<i>Aeolonais hemprichii</i> (Ehrenberg, 1828);Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1061057;https://inpn.mnhn.fr/espece/cd_nom/1061057
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;1061063;;;215130;;ES;Aeolosoma balsamo;Maggi, 1865;;Aeolosoma balsamo Maggi, 1865;<i>Aeolosoma balsamo</i> Maggi, 1865;Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1061063;https://inpn.mnhn.fr/espece/cd_nom/1061063
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;1061059;;;215130;;ES;Aeolosoma decorum;Ehrenberg, 1831;;Aeolosoma decorum Ehrenberg, 1831;<i>Aeolosoma decorum</i> Ehrenberg, 1831;Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1061059;https://inpn.mnhn.fr/espece/cd_nom/1061059
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;1061060;;;215130;;ES;Aeolosoma ehrenbergii;Örsted, 1842;;Aeolosoma ehrenbergii Örsted, 1842;<i>Aeolosoma ehrenbergii</i> Örsted, 1842;Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1061060;https://inpn.mnhn.fr/espece/cd_nom/1061060
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;1061058;;;215130;;ES;Aeolosoma emprichi;Ferronnière, 1899;;Aeolosoma emprichi Ferronnière, 1899;<i>Aeolosoma emprichi</i> Ferronnière, 1899;Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1061058;https://inpn.mnhn.fr/espece/cd_nom/1061058
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;1061062;;;215130;;ES;Aeolosoma kashyapi;Stephenson, 1923;;Aeolosoma kashyapi Stephenson, 1923;<i>Aeolosoma kashyapi</i> Stephenson, 1923;Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1061062;https://inpn.mnhn.fr/espece/cd_nom/1061062
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;388802;;;215130;;ES;Aeolosoma maggii;Cognetti, 1901;;Aeolosoma maggii Cognetti, 1901;<i>Aeolosoma maggii</i> Cognetti, 1901;Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/388802;https://inpn.mnhn.fr/espece/cd_nom/388802
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;1061064;;;215130;;ES;Chaetodemus balsamoi;(Maggi, 1865);;Chaetodemus balsamoi (Maggi, 1865);<i>Chaetodemus balsamoi</i> (Maggi, 1865);Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1061064;https://inpn.mnhn.fr/espece/cd_nom/1061064
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;1061061;;;215130;;ES;Chaetodemus multisetosus;Czerniavsky, 1881;;Chaetodemus multisetosus Czerniavsky, 1881;<i>Chaetodemus multisetosus</i> Czerniavsky, 1881;Aeolosoma hemprichi Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1061061;https://inpn.mnhn.fr/espece/cd_nom/1061061
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;215131;200811;200811;215131;215131;ES;Aeolosoma hyalinum;Bunke, 1967;;Aeolosoma hyalinum Bunke, 1967;<i>Aeolosoma hyalinum</i> Bunke, 1967;Aeolosoma hyalinum Bunke, 1967;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/215131;https://inpn.mnhn.fr/espece/cd_nom/215131
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;215132;200811;200811;215132;;ES;Aeolosoma leidyi;Cragin, 1887;;Aeolosoma leidyi Cragin, 1887;<i>Aeolosoma leidyi</i> Cragin, 1887;Aeolosoma leidyi Cragin, 1887;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/215132;https://inpn.mnhn.fr/espece/cd_nom/215132
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;988752;200811;200811;988752;988752;ES;Aeolosoma maritimum;Westheide & Bunke, 1970;;Aeolosoma maritimum Westheide & Bunke, 1970;<i>Aeolosoma maritimum</i> Westheide & Bunke, 1970;Aeolosoma maritimum Westheide & Bunke, 1970;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/988752;https://inpn.mnhn.fr/espece/cd_nom/988752
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;215133;200811;200811;215133;;ES;Aeolosoma niveum;Leydig, 1865;;Aeolosoma niveum Leydig, 1865;<i>Aeolosoma niveum</i> Leydig, 1865;Aeolosoma niveum Leydig, 1865;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/215133;https://inpn.mnhn.fr/espece/cd_nom/215133
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;215134;200811;200811;215134;215134;ES;Aeolosoma olivaceum;Bunke, 1967;;Aeolosoma olivaceum Bunke, 1967;<i>Aeolosoma olivaceum</i> Bunke, 1967;Aeolosoma olivaceum Bunke, 1967;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/215134;https://inpn.mnhn.fr/espece/cd_nom/215134
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;215135;200811;200811;215135;;ES;Aeolosoma quaternarium;Ehrenberg, 1831;;Aeolosoma quaternarium Ehrenberg, 1831;<i>Aeolosoma quaternarium</i> Ehrenberg, 1831;Aeolosoma quaternarium Ehrenberg, 1831;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/215135;https://inpn.mnhn.fr/espece/cd_nom/215135
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;215136;200811;200811;215136;;ES;Aeolosoma tenebrarum;Vejdovský, 1880;;Aeolosoma tenebrarum Vejdovský, 1880;<i>Aeolosoma tenebrarum</i> Vejdovský, 1880;Aeolosoma tenebrarum Vejdovský, 1880;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/215136;https://inpn.mnhn.fr/espece/cd_nom/215136
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;215137;200811;200811;215137;;ES;Aeolosoma variegatum;Vejdovský, 1884;;Aeolosoma variegatum Vejdovský, 1884;<i>Aeolosoma variegatum</i> Vejdovský, 1884;Aeolosoma variegatum Vejdovský, 1884;;;7;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/215137;https://inpn.mnhn.fr/espece/cd_nom/215137
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;200812;183756;183756;200812;;GN;Rheomorpha;Ruttner-Kolisko, 1955;;Rheomorpha Ruttner-Kolisko, 1955;<i>Rheomorpha</i> Ruttner-Kolisko, 1955;Rheomorpha Ruttner-Kolisko, 1955;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200812;
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;215138;200812;200812;215138;904977;ES;Rheomorpha neistwestnovae;(Lastochkin, 1935);;Rheomorpha neistwestnovae (Lastochkin, 1935);<i>Rheomorpha neistwestnovae</i> (Lastochkin, 1935);Rheomorpha neistwestnovae (Lastochkin, 1935);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/215138;https://inpn.mnhn.fr/espece/cd_nom/215138
Animalia;Annelida;;;Aeolosomatidae;;;Vers;Annélides;Autres;904977;;;215138;904977;ES;Aeolosoma neistwestnovae;Lastochkin, 1935;;Aeolosoma neistwestnovae Lastochkin, 1935;<i>Aeolosoma neistwestnovae</i> Lastochkin, 1935;Rheomorpha neistwestnovae (Lastochkin, 1935);;;2;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/904977;https://inpn.mnhn.fr/espece/cd_nom/904977
