REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;SOUS_FAMILLE;TRIBU;GROUP1_INPN;GROUP2_INPN;GROUP3_INPN;CD_NOM;CD_TAXSUP;CD_SUP;CD_REF;CD_BA;RANG;LB_NOM;LB_AUTEUR;NOMENCLATURAL_COMMENT;NOM_COMPLET;NOM_COMPLET_HTML;NOM_VALIDE;NOM_VERN;NOM_VERN_ENG;HABITAT;FR;GF;MAR;GUA;SM;SB;SPM;MAY;EPA;REU;SA;TA;TAAF;PF;NC;WF;CLI;URL;URL_INPN
;;;;;;;Autres;Autres;Autres;349525;;;349525;;Dumm;Biota;Endl.(D.Don);;Biota Endl.(D.Don);Biota Endl.(D.Don);Biota Endl.(D.Don);;;5;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;https://taxref.mnhn.fr/taxref-web/taxa/349525;
Animalia;;;;;;;Autres;Autres;Autres;183716;349525;349525;183716;183716;KD;Animalia;Linnaeus, 1758;;Animalia Linnaeus, 1758;Animalia Linnaeus, 1758;Animalia Linnaeus, 1758;Animaux;animals;;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;P;https://taxref.mnhn.fr/taxref-web/taxa/183716;
Animalia;Acanthocephala;;;;;;Vers;Acanthocéphales;Autres;183717;183716;838323;183717;;PH;Acanthocephala;Kölreuter, 1771;;Acanthocephala Kölreuter, 1771;Acanthocephala Kölreuter, 1771;Acanthocephala Kölreuter, 1771;Acanthocéphales, Vers à tête épineuse;thorny-headed worms;1;P;P;;;;;;;;P;P;P;P;P;P;;;https://taxref.mnhn.fr/taxref-web/taxa/183717;
Animalia;Acanthocephala;Archiacanthocephala;;;;;Vers;Acanthocéphales;Autres;183718;183717;183717;183718;;CL;Archiacanthocephala;Meyer, 1931;;Archiacanthocephala Meyer, 1931;Archiacanthocephala Meyer, 1931;Archiacanthocephala Meyer, 1931;;;;P;P;;;;;;;;P;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/183718;
Animalia;Acanthocephala;Archiacanthocephala;Gigantorhynchida;;;;Vers;Acanthocéphales;Autres;183721;183718;183718;183721;;OR;Gigantorhynchida;Southwell & Macfie, 1925;;Gigantorhynchida Southwell & Macfie, 1925;Gigantorhynchida Southwell & Macfie, 1925;Gigantorhynchida Southwell & Macfie, 1925;;;;;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/183721;
Animalia;Acanthocephala;Archiacanthocephala;Gigantorhynchida;Gigantorhynchidae;;;Vers;Acanthocéphales;Autres;183722;183721;183721;183722;;FM;Gigantorhynchidae;Hamann, 1892;;Gigantorhynchidae Hamann, 1892;Gigantorhynchidae Hamann, 1892;Gigantorhynchidae Hamann, 1892;;;3;;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/183722;
Animalia;Acanthocephala;Archiacanthocephala;Gigantorhynchida;Gigantorhynchidae;;;Vers;Acanthocéphales;Autres;200782;183722;183722;200782;;GN;Mediorhynchus;Van Cleave, 1916;;Mediorhynchus Van Cleave, 1916;<i>Mediorhynchus</i> Van Cleave, 1916;Mediorhynchus Van Cleave, 1916;;;3;;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/200782;
Animalia;Acanthocephala;Archiacanthocephala;Gigantorhynchida;Gigantorhynchidae;;;Vers;Acanthocéphales;Autres;969734;200782;200782;969734;969735;ES;Mediorhynchus zosteropis;(Porta, 1913);;Mediorhynchus zosteropis (Porta, 1913);<i>Mediorhynchus zosteropis</i> (Porta, 1913);Mediorhynchus zosteropis (Porta, 1913);;;3;;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/969734;https://inpn.mnhn.fr/espece/cd_nom/969734
Animalia;Acanthocephala;Archiacanthocephala;Gigantorhynchida;Gigantorhynchidae;;;Vers;Acanthocéphales;Autres;969735;;;969734;969735;ES;Chentrosoma zosteropis;Porta, 1913;;Chentrosoma zosteropis Porta, 1913;<i>Chentrosoma zosteropis</i> Porta, 1913;Mediorhynchus zosteropis (Porta, 1913);;;3;;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/969735;https://inpn.mnhn.fr/espece/cd_nom/969735
Animalia;Acanthocephala;Archiacanthocephala;Moniliformida;;;;Vers;Acanthocéphales;Autres;183723;183718;183718;183723;183723;OR;Moniliformida;Schmidt, 1972;;Moniliformida Schmidt, 1972;Moniliformida Schmidt, 1972;Moniliformida Schmidt, 1972;;;;P;;;;;;;;;P;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/183723;
Animalia;Acanthocephala;Archiacanthocephala;Moniliformida;Moniliformidae;;;Vers;Acanthocéphales;Autres;183724;183723;183723;183724;;FM;Moniliformidae;Van Cleave, 1924;;Moniliformidae Van Cleave, 1924;Moniliformidae Van Cleave, 1924;Moniliformidae Van Cleave, 1924;;;;P;;;;;;;;;P;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/183724;
Animalia;Acanthocephala;Archiacanthocephala;Moniliformida;Moniliformidae;;;Vers;Acanthocéphales;Autres;200783;183724;183724;200783;;GN;Moniliformis;Travassos, 1915;;Moniliformis Travassos, 1915;<i>Moniliformis</i> Travassos, 1915;Moniliformis Travassos, 1915;;;;P;;;;;;;;;P;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/200783;
Animalia;Acanthocephala;Archiacanthocephala;Moniliformida;Moniliformidae;;;Vers;Acanthocéphales;Autres;232787;200783;200783;232787;958317;ES;Moniliformis moniliformis;(Bremser in Rudolphi, 1819);;Moniliformis moniliformis (Bremser in Rudolphi, 1819);<i>Moniliformis moniliformis</i> (Bremser <i>in</i> Rudolphi, 1819);Moniliformis moniliformis (Bremser in Rudolphi, 1819);;;7;P;;;;;;;;;P;;;;;I;;;https://taxref.mnhn.fr/taxref-web/taxa/232787;https://inpn.mnhn.fr/espece/cd_nom/232787
Animalia;Acanthocephala;Archiacanthocephala;Moniliformida;Moniliformidae;;;Vers;Acanthocéphales;Autres;958317;;;232787;958317;ES;Echinorhynchus moniliformis;Bremser in Rudolphi, 1819;;Echinorhynchus moniliformis Bremser in Rudolphi, 1819;<i>Echinorhynchus moniliformis</i> Bremser <i>in</i> Rudolphi, 1819;Moniliformis moniliformis (Bremser in Rudolphi, 1819);;;7;P;;;;;;;;;P;;;;;I;;;https://taxref.mnhn.fr/taxref-web/taxa/958317;https://inpn.mnhn.fr/espece/cd_nom/958317
Animalia;Acanthocephala;Archiacanthocephala;Moniliformida;Moniliformidae;;;Vers;Acanthocéphales;Autres;989004;;;232787;;ES;Moniliformis dubius;(Meyer, 1932);;Moniliformis dubius (Meyer, 1932);<i>Moniliformis dubius</i> (Meyer, 1932);Moniliformis moniliformis (Bremser in Rudolphi, 1819);;;7;P;;;;;;;;;P;;;;;I;;;https://taxref.mnhn.fr/taxref-web/taxa/989004;https://inpn.mnhn.fr/espece/cd_nom/989004
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;;;;Vers;Acanthocéphales;Autres;183725;183718;183718;183725;;OR;Oligacanthorhynchida;Petrochenko, 1956;;Oligacanthorhynchida Petrochenko, 1956;Oligacanthorhynchida Petrochenko, 1956;Oligacanthorhynchida Petrochenko, 1956;;;;P;P;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183725;
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;200732;183725;183725;200732;;FM;Oligacanthorhynchidae;Southwell & Macfie, 1925;;Oligacanthorhynchidae Southwell & Macfie, 1925;Oligacanthorhynchidae Southwell & Macfie, 1925;Oligacanthorhynchidae Southwell & Macfie, 1925;;;;P;P;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200732;
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;214976;200732;200732;214976;;GN;Macracanthorhynchus;Travassos, 1917;;Macracanthorhynchus Travassos, 1917;<i>Macracanthorhynchus</i> Travassos, 1917;Macracanthorhynchus Travassos, 1917;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/214976;
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;232790;214976;214976;232790;846068;ES;Macracanthorhynchus hirudinaceus;(Pallas, 1781);;Macracanthorhynchus hirudinaceus (Pallas, 1781);<i>Macracanthorhynchus hirudinaceus</i> (Pallas, 1781);Macracanthorhynchus hirudinaceus (Pallas, 1781);;;3;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/232790;https://inpn.mnhn.fr/espece/cd_nom/232790
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;402315;;;232790;;ES;Echinorhynchus gigas;Bloch, 1782;;Echinorhynchus gigas Bloch, 1782;<i>Echinorhynchus gigas</i> Bloch, 1782;Macracanthorhynchus hirudinaceus (Pallas, 1781);;;3;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/402315;https://inpn.mnhn.fr/espece/cd_nom/402315
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;846068;;;232790;846068;ES;Taenia hirudinacea;Pallas, 1781;;Taenia hirudinacea Pallas, 1781;<i>Taenia hirudinacea</i> Pallas, 1781;Macracanthorhynchus hirudinaceus (Pallas, 1781);;;3;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/846068;https://inpn.mnhn.fr/espece/cd_nom/846068
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;214977;200732;200732;214977;214977;GN;Oligacanthorhynchus;Travassos, 1915;;Oligacanthorhynchus Travassos, 1915;<i>Oligacanthorhynchus</i> Travassos, 1915;Oligacanthorhynchus Travassos, 1915;;;;;P;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/214977;
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;1056101;214977;214977;1056101;1056102;ES;Oligacanthorhynchus microcephala;(Rudolphi, 1819);;Oligacanthorhynchus microcephala (Rudolphi, 1819);<i>Oligacanthorhynchus microcephala</i> (Rudolphi, 1819);Oligacanthorhynchus microcephala (Rudolphi, 1819);;;3;;P;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1056101;https://inpn.mnhn.fr/espece/cd_nom/1056101
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;1056102;;;1056101;1056102;ES;Echinorhynchus microcephalus;Rudolphi, 1819;;Echinorhynchus microcephalus Rudolphi, 1819;<i>Echinorhynchus microcephalus</i> Rudolphi, 1819;Oligacanthorhynchus microcephala (Rudolphi, 1819);;;3;;P;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1056102;https://inpn.mnhn.fr/espece/cd_nom/1056102
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;1076756;214977;214977;1076756;1076757;ES;Oligacanthorhynchus spira;(Diesing, 1851);;Oligacanthorhynchus spira (Diesing, 1851);<i>Oligacanthorhynchus spira</i> (Diesing, 1851);Oligacanthorhynchus spira (Diesing, 1851);;;3;A;D;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://taxref.mnhn.fr/taxref-web/taxa/1076756;https://inpn.mnhn.fr/espece/cd_nom/1076756
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;1076757;;;1076756;1076757;ES;Echinorhynchus spira;Diesing, 1851;;Echinorhynchus spira Diesing, 1851;<i>Echinorhynchus spira</i> Diesing, 1851;Oligacanthorhynchus spira (Diesing, 1851);;;3;A;D;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://taxref.mnhn.fr/taxref-web/taxa/1076757;https://inpn.mnhn.fr/espece/cd_nom/1076757
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;1076313;214977;214977;1076313;;ES;Oligacanthorhynchus taenioides;(Diesing, 1851);;Oligacanthorhynchus taenioides (Diesing, 1851);<i>Oligacanthorhynchus taenioides</i> (Diesing, 1851);Oligacanthorhynchus taenioides (Diesing, 1851);;;7;A;D;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://taxref.mnhn.fr/taxref-web/taxa/1076313;https://inpn.mnhn.fr/espece/cd_nom/1076313
Animalia;Acanthocephala;Archiacanthocephala;Oligacanthorhynchida;Oligacanthorhynchidae;;;Vers;Acanthocéphales;Autres;1076314;;;1076313;1076314;ES;Echinorhynchus taenioides;Diesing, 1851;;Echinorhynchus taenioides Diesing, 1851;<i>Echinorhynchus taenioides</i> Diesing, 1851;Oligacanthorhynchus taenioides (Diesing, 1851);;;7;A;D;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://taxref.mnhn.fr/taxref-web/taxa/1076314;https://inpn.mnhn.fr/espece/cd_nom/1076314
Animalia;Acanthocephala;Eoacanthocephala;;;;;Vers;Acanthocéphales;Autres;183727;183717;183717;183727;;CL;Eoacanthocephala;Van Cleve, 1936;;Eoacanthocephala Van Cleve, 1936;Eoacanthocephala Van Cleve, 1936;Eoacanthocephala Van Cleve, 1936;;;1;P;;;;;;;;;;;;;P;P;;;https://taxref.mnhn.fr/taxref-web/taxa/183727;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;;;;Vers;Acanthocéphales;Autres;183730;183727;183727;183730;;OR;Neoechinorhynchida;Ward, 1917;;Neoechinorhynchida Ward, 1917;Neoechinorhynchida Ward, 1917;Neoechinorhynchida Ward, 1917;;;1;P;;;;;;;;;;;;;P;P;;;https://taxref.mnhn.fr/taxref-web/taxa/183730;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Cavisomatidae;;;Vers;Acanthocéphales;Autres;1015682;183730;183730;1015682;;FM;Cavisomatidae;Meyer, 1932;;Cavisomatidae Meyer, 1932;Cavisomatidae Meyer, 1932;Cavisomatidae Meyer, 1932;;;1;;;;;;;;;;;;;;P;P;;;https://taxref.mnhn.fr/taxref-web/taxa/1015682;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Cavisomatidae;;;Vers;Acanthocéphales;Autres;1046236;1015682;1015682;1046236;;GN;Cavisoma;Van Cleave, 1931;;Cavisoma Van Cleave, 1931;<i>Cavisoma</i> Van Cleave, 1931;Cavisoma Van Cleave, 1931;;;1;;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/1046236;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Cavisomatidae;;;Vers;Acanthocéphales;Autres;1046237;1046236;1046236;1046237;1046238;ES;Cavisoma magnum;(Southwell, 1927);;Cavisoma magnum (Southwell, 1927);<i>Cavisoma magnum</i> (Southwell, 1927);Cavisoma magnum (Southwell, 1927);;;1;;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/1046237;https://inpn.mnhn.fr/espece/cd_nom/1046237
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Cavisomatidae;;;Vers;Acanthocéphales;Autres;1046238;;;1046237;1046238;ES;Oligoterorhynchus magnus;Southwell, 1927;;Oligoterorhynchus magnus Southwell, 1927;<i>Oligoterorhynchus magnus</i> Southwell, 1927;Cavisoma magnum (Southwell, 1927);;;1;;;;;;;;;;;;;;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/1046238;https://inpn.mnhn.fr/espece/cd_nom/1046238
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Cavisomatidae;;;Vers;Acanthocéphales;Autres;1015683;1015682;1015682;1015683;;GN;Filisoma;Van Cleave, 1928;;Filisoma Van Cleave, 1928;<i>Filisoma</i> Van Cleave, 1928;Filisoma Van Cleave, 1928;;;1;;;;;;;;;;;;;;P;;;;https://taxref.mnhn.fr/taxref-web/taxa/1015683;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Cavisomatidae;;;Vers;Acanthocéphales;Autres;1015684;1015683;1015683;1015684;1015684;ES;Filisoma filiformis;Weaver & Smales, 2013;;Filisoma filiformis Weaver & Smales, 2013;<i>Filisoma filiformis</i> Weaver & Smales, 2013;Filisoma filiformis Weaver & Smales, 2013;;;1;;;;;;;;;;;;;;P;;;;https://taxref.mnhn.fr/taxref-web/taxa/1015684;https://inpn.mnhn.fr/espece/cd_nom/1015684
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae;;;Vers;Acanthocéphales;Autres;183732;183730;183730;183732;;FM;Neoechinorhynchidae;Ward, 1917;;Neoechinorhynchidae Ward, 1917;Neoechinorhynchidae Ward, 1917;Neoechinorhynchidae Ward, 1917;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183732;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae;Neoechinorhynchinae;;Vers;Acanthocéphales;Autres;828640;183732;183732;828640;;SBFM;Neoechinorhynchinae;Ward, 1917;;Neoechinorhynchinae Ward, 1917;Neoechinorhynchinae Ward, 1917;Neoechinorhynchinae Ward, 1917;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/828640;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae;Neoechinorhynchinae;;Vers;Acanthocéphales;Autres;200785;828640;828640;200785;;GN;Neoechinorhynchus;Hamann in Stiles & Hassall, 1905;;Neoechinorhynchus Hamann in Stiles & Hassall, 1905;<i>Neoechinorhynchus</i> Hamann <i>in</i> Stiles & Hassall, 1905;Neoechinorhynchus Hamann in Stiles & Hassall, 1905;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200785;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae;Neoechinorhynchinae;;Vers;Acanthocéphales;Autres;828628;200785;200785;828628;;SSGN;Hebesoma;Van Cleave, 1928;;Hebesoma Van Cleave, 1928;<i>Hebesoma</i> Van Cleave, 1928;Hebesoma Van Cleave, 1928;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/828628;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae;Neoechinorhynchinae;;Vers;Acanthocéphales;Autres;232788;200785;828628;232788;958318;ES;Neoechinorhynchus agilis;(Rudolphi, 1819);;Neoechinorhynchus agilis (Rudolphi, 1819);<i>Neoechinorhynchus agilis</i> (Rudolphi, 1819);Neoechinorhynchus agilis (Rudolphi, 1819);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/232788;https://inpn.mnhn.fr/espece/cd_nom/232788
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae;Neoechinorhynchinae;;Vers;Acanthocéphales;Autres;958318;;;232788;958318;ES;Echinorhynchus agilis;Rudolphi, 1819;;Echinorhynchus agilis Rudolphi, 1819;<i>Echinorhynchus agilis</i> Rudolphi, 1819;Neoechinorhynchus agilis (Rudolphi, 1819);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/958318;https://inpn.mnhn.fr/espece/cd_nom/958318
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae;Neoechinorhynchinae;;Vers;Acanthocéphales;Autres;232789;200785;828629;232789;958319;ES;Neoechinorhynchus rutili;(Müller, 1780);;Neoechinorhynchus rutili (Müller, 1780);<i>Neoechinorhynchus rutili</i> (Müller, 1780);Neoechinorhynchus rutili (Müller, 1780);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/232789;https://inpn.mnhn.fr/espece/cd_nom/232789
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae;Neoechinorhynchinae;;Vers;Acanthocéphales;Autres;958319;;;232789;958319;ES;Echinorhynchus rutili;Müller, 1780;;Echinorhynchus rutili Müller, 1780;<i>Echinorhynchus rutili</i> Müller, 1780;Neoechinorhynchus rutili (Müller, 1780);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/958319;https://inpn.mnhn.fr/espece/cd_nom/958319
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae;Neoechinorhynchinae;;Vers;Acanthocéphales;Autres;828629;200785;200785;828629;;SSGN;Neoechinorhynchus;Hamann in Stiles & Hassall, 1905;;Neoechinorhynchus Hamann in Stiles & Hassall, 1905;<i>Neoechinorhynchus</i> Hamann <i>in</i> Stiles & Hassall, 1905;Neoechinorhynchus Hamann in Stiles & Hassall, 1905;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/828629;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Tenuisentidae;;;Vers;Acanthocéphales;Autres;183733;183730;183730;183733;;FM;Tenuisentidae;Van Cleve, 1921;;Tenuisentidae Van Cleve, 1921;Tenuisentidae Van Cleve, 1921;Tenuisentidae Van Cleve, 1921;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183733;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Tenuisentidae;;;Vers;Acanthocéphales;Autres;200786;183733;183733;200786;;GN;Paratenuisentis;Bullock & Samuel, 1975;;Paratenuisentis Bullock & Samuel, 1975;<i>Paratenuisentis</i> Bullock & Samuel, 1975;Paratenuisentis Bullock & Samuel, 1975;;;;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200786;
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Tenuisentidae;;;Vers;Acanthocéphales;Autres;232795;200786;200786;232795;970000;ES;Paratenuisentis ambiguus;(Van Cleave, 1921);;Paratenuisentis ambiguus (Van Cleave, 1921);<i>Paratenuisentis ambiguus</i> (Van Cleave, 1921);Paratenuisentis ambiguus (Van Cleave, 1921);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/232795;https://inpn.mnhn.fr/espece/cd_nom/232795
Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Tenuisentidae;;;Vers;Acanthocéphales;Autres;970000;;;232795;970000;ES;Tanaorhamphus ambiguus;Van Cleave, 1921;;Tanaorhamphus ambiguus Van Cleave, 1921;<i>Tanaorhamphus ambiguus</i> Van Cleave, 1921;Paratenuisentis ambiguus (Van Cleave, 1921);;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/970000;https://inpn.mnhn.fr/espece/cd_nom/970000
Animalia;Acanthocephala;Palaeacanthocephala;;;;;Vers;Acanthocéphales;Autres;183734;183717;183717;183734;;CL;Palaeacanthocephala;Meyer, 1931;;Palaeacanthocephala Meyer, 1931;Palaeacanthocephala Meyer, 1931;Palaeacanthocephala Meyer, 1931;;;1;P;;;;;;;;;P;P;P;P;;P;;;https://taxref.mnhn.fr/taxref-web/taxa/183734;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;;;;Vers;Acanthocéphales;Autres;183735;183734;183734;183735;;OR;Echinorhynchida;Southwell & Macfie, 1925;;Echinorhynchida Southwell & Macfie, 1925;Echinorhynchida Southwell & Macfie, 1925;Echinorhynchida Southwell & Macfie, 1925;;;1;P;;;;;;;;;P;;P;P;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183735;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;;;Vers;Acanthocéphales;Autres;183736;183735;183735;183736;;FM;Arhythmacanthidae;Yamaguti, 1935;;Arhythmacanthidae Yamaguti, 1935;Arhythmacanthidae Yamaguti, 1935;Arhythmacanthidae Yamaguti, 1935;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/183736;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Neoacanthocephaloidinae;;Vers;Acanthocéphales;Autres;898899;183736;183736;898899;;SBFM;Neoacanthocephaloidinae;Golvan, 1960;;Neoacanthocephaloidinae Golvan, 1960;Neoacanthocephaloidinae Golvan, 1960;Neoacanthocephaloidinae Golvan, 1960;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/898899;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Neoacanthocephaloidinae;;Vers;Acanthocéphales;Autres;200787;898899;898899;200787;;GN;Acanthocephaloides;Meyer, 1932;;Acanthocephaloides Meyer, 1932;<i>Acanthocephaloides</i> Meyer, 1932;Acanthocephaloides Meyer, 1932;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/200787;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Neoacanthocephaloidinae;;Vers;Acanthocéphales;Autres;962403;200787;200787;962403;962403;ES;Acanthocephaloides geneticus;de Buron, Renaud & Euzet, 1986;;Acanthocephaloides geneticus de Buron, Renaud & Euzet, 1986;<i>Acanthocephaloides geneticus</i> de Buron, Renaud & Euzet, 1986;Acanthocephaloides geneticus de Buron, Renaud & Euzet, 1986;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/962403;https://inpn.mnhn.fr/espece/cd_nom/962403
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;837339;183736;183736;837339;837339;SBFM;Paracanthocephaloidinae;Golvan, 1969;;Paracanthocephaloidinae Golvan, 1969;Paracanthocephaloidinae Golvan, 1969;Paracanthocephaloidinae Golvan, 1969;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/837339;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;1000976;837339;837339;1000976;1000976;GN;Breizacanthus;Golvan, 1969;;Breizacanthus Golvan, 1969;<i>Breizacanthus</i> Golvan, 1969;Breizacanthus Golvan, 1969;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1000976;
Animalia;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Arhythmacanthidae;Paracanthocephaloidinae;;Vers;Acanthocéphales;Autres;1000978;1000976;1000976;1000978;1000978;ES;Breizacanthus chabaudi;Golvan, 1969;;Breizacanthus chabaudi Golvan, 1969;<i>Breizacanthus chabaudi</i> Golvan, 1969;Breizacanthus chabaudi Golvan, 1969;;;1;P;;;;;;;;;;;;;;;;;https://taxref.mnhn.fr/taxref-web/taxa/1000978;https://inpn.mnhn.fr/espece/cd_nom/1000978
